Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
formulars,formulas,a scientist had never undestood ***mask*** instead of just learning them,F AO R M Y AH L ER Z,"['formulas', 'formula', 'formulate', 'formalize']","['formulary', 'formulas']","['formula', 'formalize', 'formulas', 'formulary', 'formulate']","['formalize', 'formulas', 'formula', 'formulate']","['formulas', 'formulary']","['formalize', 'formulas', 'formula', 'formulary', 'formulate']"
undestanding,understanding,to the statement that the ***mask*** of ideas and concepts is,AH N D IH S T AE N D IH NG,"['understanding', 'understandings']",['understanding'],"['understandings', 'understanding']","['understandings', 'understanding']",['understanding'],"['understandings', 'understanding']"
reasonablity,reasonably,unfold their full usefulness and ***mask*** when they go hand in,R IY Z AH N AH B L IH T IY,['reasonably'],"['reasonably', 'seasonality']","['seasonality', 'reasonably']",['reasonably'],"['seasonality', 'reasonably']","['seasonality', 'reasonably']"
simulantiously,simulantiously,that have to be learned ***mask*** questioning is good but we,S AY M Y AH L AE N SH AH S L IY,[''],['simulantiously'],['simulantiously'],[''],['simulantiously'],['simulantiously']
examble,example,to improve the concept for ***mask*** by building higher and better,IH G Z AE M B AH L,"['example', 'examples', 'gamble', 'resemble', 'gambled', 'examiner', 'examines', 'examined']",['example'],"['examined', 'examples', 'gambled', 'examiner', 'resemble', 'gamble', 'example', 'examines']","['example', 'examples', 'gambled', 'gamble', 'resemble', 'examined', 'examines', 'examiner']",['example'],"['example', 'examples', 'gambled', 'gamble', 'resemble', 'examined', 'examines', 'examiner']"
scelleton,skeleton,the first time an iron ***mask*** people transfered this knowledge to,S EH L AH T AH N,"['gelatin', 'celadon', 'selden', 'sultan', 'silicon', 'skeleton', 'salton', 'sullivan', 'sheraton', 'keratin']","['skeleton', 'shellerton']","['celadon', 'sheraton', 'keratin', 'silicon', 'sullivan', 'gelatin', 'salton', 'skeleton', 'selden', 'sultan', 'shellerton']","['skeleton', 'sheraton', 'salton', 'selden', 'sultan', 'celadon', 'sullivan', 'silicon', 'keratin', 'gelatin']","['skeleton', 'shellerton']","['skeleton', 'sheraton', 'shellerton', 'salton', 'selden', 'sultan', 'celadon', 'sullivan', 'silicon', 'keratin', 'gelatin']"
risc,risk,point of view creates the ***mask*** that you do not know,R IH S K,"['risk', 'rusk', 'rask', 'whisk', 'disc', 'disk', 'wrist', 'fisk', 'fisc', 'bisque']",['risc'],"['disk', 'fisc', 'rask', 'risc', 'wrist', 'rusk', 'disc', 'bisque', 'fisk', 'risk', 'whisk']","['risk', 'disc', 'whisk', 'wrist', 'bisque', 'disk', 'rask', 'fisc', 'fisk', 'rusk']",['risc'],"['risk', 'disc', 'whisk', 'wrist', 'risc', 'bisque', 'disk', 'rask', 'fisc', 'fisk', 'rusk']"
subjetcts,subjects,knowledge of many different academic ***mask*** to understand a specific subject,S AH B JH IH T S,"['submits', 'subjects', 'subjects', 'subverts', 'subject', 'subjects', 'summits', 'subject', 'submit', 'budgets']",['subjects'],"['submit', 'subjects', 'budgets', 'subject', 'subverts', 'submits', 'summits']","['subjects', 'subject', 'budgets', 'subverts', 'submit', 'submits', 'summits']",['subjects'],"['subjects', 'subject', 'budgets', 'subverts', 'submit', 'submits', 'summits']"
theologists,theologist,will never understand how american ***mask*** can argue against darwin evolution,TH IY AA L AH JH AH S T S,"['geologists', 'zoologists', 'urologists', 'geologist', 'ecologists', 'pathologists']","['theologians', 'theologies', 'ideologists', 'ethologists', 'ethnologists', 'geologists']","['theologians', 'theologies', 'ecologists', 'urologists', 'ideologists', 'ethologists', 'ethnologists', 'zoologists', 'pathologists', 'geologist', 'geologists']","['geologist', 'geologists', 'zoologists', 'ecologists', 'urologists', 'pathologists']","['theologians', 'geologists', 'theologies', 'ideologists', 'ethologists', 'ethnologists']","['theologians', 'geologist', 'geologists', 'theologies', 'zoologists', 'ideologists', 'ecologists', 'ethologists', 'ethnologists', 'urologists', 'pathologists']"
pating,paying,much money for exemple by ***mask*** step by step or by,P EY T IH NG,"['petting', 'baiting', 'putting', 'pitting', 'praying', 'preying', 'patting', 'putting', 'pouting', 'pacing']","['dating', 'pasting', 'mating', 'paling', 'eating', 'parting', 'paging', 'pacing', 'peating', 'hating', 'pawing', 'gating', 'panting', 'rating', 'paring', 'plating', 'paying', 'patina', 'patting', 'paving']","['praying', 'rating', 'preying', 'dating', 'paring', 'pasting', 'plating', 'baiting', 'mating', 'paling', 'paying', 'pitting', 'pouting', 'eating', 'putting', 'parting', 'patina', 'paging', 'patting', 'pacing', 'peating', 'paving', 'petting', 'hating', 'pawing', 'gating', 'panting']","['putting', 'praying', 'pacing', 'petting', 'preying', 'pouting', 'patting', 'pitting', 'baiting']","['paying', 'eating', 'paging', 'pacing', 'dating', 'paving', 'parting', 'paring', 'pasting', 'gating', 'hating', 'pawing', 'patting', 'plating', 'mating', 'rating', 'patina', 'panting', 'paling', 'peating']","['paying', 'putting', 'eating', 'praying', 'paging', 'pacing', 'dating', 'paving', 'parting', 'paring', 'petting', 'pasting', 'gating', 'hating', 'preying', 'pouting', 'pawing', 'patting', 'plating', 'mating', 'rating', 'patina', 'pitting', 'baiting', 'panting', 'paling', 'peating']"
anb,and,will meet their job friends ***mask*** drive together this will be,AE N B,"['and', 'ankh', 'ant', 'aunt', 'annie', 'anna', 'ana', 'amber', 'rand', 'akbar']","['anc', 'ane', 'aib', 'bnb', 'ana', 'a.b', 'a/b', 'ant', 'apb', 'ang', 'asb', 'an', 'atb', 'awb', 'a2b', 'nb', 'amb', 'dnb', 'anl', 'ab', 'nab', 'any', 'anh\', ""an\'"", \'aob', 'and', 'agb', 'adb', 'ano', 'abb', 'a-b', 'abn', 'anp', 'acb', 'tnb', 'ann', 'anz', 'alb', 'afb', 'ans']","['amber', 'akbar', 'anc', 'ane', 'aib', 'ankh', 'bnb', 'ana', 'aunt', 'a.b', 'ant', 'a/b', 'apb', 'anna', 'rand', 'ang', 'asb', 'an', 'atb', 'awb', 'a2b', 'nb', 'amb', 'dnb', 'annie', 'anl', 'ab', 'nab', 'any', 'anh\', ""an\'"", \'and', 'aob', 'agb', 'adb', 'ano', 'abb', 'a-b', 'abn', 'anp', 'acb', 'tnb', 'ann', 'anz', 'alb', 'afb', 'ans']","['and', 'ankh', 'anna', 'ana', 'aunt', 'annie', 'amber', 'ant', 'rand', 'akbar']","['and', 'a.b', 'a/b', 'a-b', 'asb', 'atb', 'anc', 'ane', 'anz', 'an', 'anh\', ""an\'"", \'ano', 'anp', 'anl', 'ans', 'any', 'nb', 'alb', 'ann', 'amb', 'dnb', 'ab', 'abb', 'abn', 'acb', 'ana', 'adb', 'nab', 'apb', 'aob', 'aib', 'ant', 'agb', 'tnb', 'awb', 'a2b', 'ang', 'bnb', 'afb']","['and', 'a.b', 'a/b', 'a-b', 'asb', 'atb', 'anc', 'ane', 'ankh', 'anz', 'an', 'anl', 'anh\', ""an\'"", \'ano', 'anp', 'ans', 'any', 'nb', 'alb', 'ann', 'amb', 'dnb', 'anna', 'ab', 'abb', 'abn', 'acb', 'ana', 'aunt', 'adb', 'annie', 'nab', 'amber', 'apb', 'aob', 'aib', 'ant', 'agb', 'tnb', 'awb', 'a2b', 'ang', 'rand', 'bnb', 'afb', 'akbar']"
discrease,decrease,number of cars will gradually ***mask***,D IH S K R IY S,"['discrete', 'discreet', 'discuss', 'discus', 'disgrace', 'decrease', 'distress', 'decrease', 'describe', 'diskettes']","['increase', 'dis-ease', 'decrease', 'displease', 'disease', 'discrete']","['diskettes', 'discreet', 'increase', 'disgrace', 'dis-ease', 'decrease', 'describe', 'distress', 'discus', 'displease', 'disease', 'discuss', 'discrete']","['decrease', 'discuss', 'describe', 'distress', 'diskettes', 'discrete', 'disgrace', 'discreet', 'discus']","['increase', 'decrease', 'dis-ease', 'displease', 'discrete', 'disease']","['increase', 'decrease', 'discuss', 'dis-ease', 'displease', 'describe', 'distress', 'diskettes', 'discrete', 'disgrace', 'disease', 'discreet', 'discus']"
allone,alone,another exemple is to drive ***mask*** they will meet their job,AH L OW N,"['alone', 'elaine', 'align', 'aline', 'atone', 'sloan', 'sloane', 'clone', 'flown', 'blown']","['allon', 'alone']","['sloan', 'alone', 'sloane', 'clone', 'allon', 'align', 'aline', 'flown', 'atone', 'blown', 'elaine']","['atone', 'alone', 'aline', 'flown', 'elaine', 'clone', 'sloane', 'blown', 'align', 'sloan']","['allon', 'alone']","['atone', 'allon', 'alone', 'aline', 'flown', 'elaine', 'clone', 'sloane', 'blown', 'align', 'sloan']"
ithem,them,people are more heaten with ***mask*** than twenty years ago and,IH TH AH M,"['ism', 'rhythm', 'interim', 'therm', 'earthen', 'thumb', 'thun', 'ethel', 'ethyl', 'thyme']","['item', 'them']","['interim', 'earthen', 'ism', 'ethyl', 'item', 'thun', 'thyme', 'rhythm', 'ethel', 'them', 'thumb', 'therm']","['therm', 'earthen', 'ism', 'ethyl', 'rhythm', 'ethel', 'thyme', 'thun', 'interim', 'thumb']","['them', 'item']","['them', 'therm', 'earthen', 'ism', 'ethyl', 'rhythm', 'ethel', 'thyme', 'thun', 'interim', 'item', 'thumb']"
unbelieveble,unbelievable,ago a car was something ***mask*** it was a wonder and,AH N B AH L IY V B AH L,"['unbelievable', 'unbelievably', 'believable']",['unbelievable'],"['believable', 'unbelievably', 'unbelievable']","['unbelievable', 'unbelievably', 'believable']",['unbelievable'],"['unbelievable', 'unbelievably', 'believable']"
fistly,firstly,our nature and our planet ***mask*** i think that the people,F IH S T L IY,"['firstly', 'fiercely', 'vastly', 'ghastly', 'fiscally', 'faintly', 'beastly', 'costly', 'costly', 'justly']","['firstly', 'fitly']","['firstly', 'fitly', 'fiercely', 'faintly', 'ghastly', 'vastly', 'costly', 'beastly', 'fiscally', 'justly']","['justly', 'firstly', 'ghastly', 'beastly', 'vastly', 'fiercely', 'faintly', 'costly', 'fiscally']","['firstly', 'fitly']","['justly', 'firstly', 'ghastly', 'fitly', 'beastly', 'vastly', 'fiercely', 'faintly', 'costly', 'fiscally']"
possibillities,possibilities,much money there are many ***mask*** to get a car without,P AA S AH B IH L AH T IY Z,"['possibilities', 'probabilities', 'possibility', 'disabilities', 'capabilities', 'probability']",['possibilities'],"['probability', 'capabilities', 'probabilities', 'possibilities', 'disabilities', 'possibility']","['possibilities', 'possibility', 'disabilities', 'capabilities', 'probability', 'probabilities']",['possibilities'],"['possibilities', 'possibility', 'disabilities', 'capabilities', 'probability', 'probabilities']"
interestet,interested,belive that all people are ***mask*** in our nature and healthy,IH N T R AH S T EH T,"['intrastate', 'introspect', 'interests', 'introduced']",['interested'],"['interests', 'introspect', 'interested', 'introduced', 'intrastate']","['interests', 'introduced', 'introspect', 'intrastate']",['interested'],"['interested', 'interests', 'introduced', 'introspect', 'intrastate']"
heaten,heated,and the people are more ***mask*** with ithem than twenty years,HH IY T AH N,"['hutton', 'heighten', 'heathen', 'keaton', 'heated', 'teton', 'beaten', 'beeton', 'wheaten', 'seton']","['heathen', 'eaten', 'beaten', 'heaven', 'hearten', 'wheaten', 'heaton', 'heater', 'heated', 'neaten']","['keaton', 'heaven', 'hearten', 'heighten', 'seton', 'hutton', 'heaton', 'beaten', 'wheaten', 'heathen', 'eaten', 'beeton', 'teton', 'heater', 'heated', 'neaten']","['beaten', 'heated', 'seton', 'hutton', 'wheaten', 'beeton', 'keaton', 'heighten', 'heathen', 'teton']","['beaten', 'eaten', 'heated', 'neaten', 'heaven', 'hearten', 'heater', 'heaton', 'wheaten', 'heathen']","['beaten', 'eaten', 'heated', 'neaten', 'seton', 'heaven', 'hearten', 'hutton', 'heaton', 'heater', 'wheaten', 'beeton', 'keaton', 'heighten', 'heathen', 'teton']"
diucuss,discuss,cars and we have to ***mask*** the attitude of the people,D AY K AH S,"['decorous', 'dorcas', 'dreyfus', 'dryness', 'degas', 'decks', 'dicks', 'dix', 'dirks', 'docs', 'docks']",['discuss'],"['degas', 'dix', 'dirks', 'docks', 'docs', 'decorous', 'dryness', 'dreyfus', 'discuss', 'dicks', 'dorcas', 'decks']","['dorcas', 'degas', 'dryness', 'dix', 'dreyfus', 'docs', 'dirks', 'dicks', 'decorous', 'decks', 'docks']",['discuss'],"['discuss', 'dorcas', 'degas', 'dryness', 'dix', 'dreyfus', 'docs', 'dirks', 'dicks', 'decorous', 'decks', 'docks']"
wount,won't,without understanding the concepts we ***mask*** be able to understand the,W UW N T,"['wound', 'wont\', ""won\'t"", \'want', 'whooped', 'went', 'want', 'wuhan', 'winter', 'wooster']","['fount', 'mount', 'count', 'wound', 'wont']","['fount', 'wooster', 'mount', 'went', 'want', 'count', 'winter', 'whooped', 'wound\', ""won\'t"", \'wuhan', 'wont']","['want\', ""won\'t"", \'wont', 'whooped', 'went', 'wuhan', 'winter', 'wooster', 'wound']","['wont', 'mount', 'fount', 'count', 'wound']","['want\', ""won\'t"", \'wont', 'whooped', 'went', 'wuhan', 'winter', 'mount', 'fount', 'count', 'wooster', 'wound']"
learnd,learned,about special facts that you ***mask*** at the university if you,L ER N D,"['learned', 'learnt', 'lind', 'lined', 'lend', 'land', 'learner', 'lerner', 'loaned', 'leaned']","['learn', 'learns', 'learned', 'learnt']","['learner', 'lend', 'land', 'learns', 'lerner', 'lined', 'learnt', 'lind', 'leaned', 'learn', 'learned', 'loaned']","['learned', 'learnt', 'learner', 'land', 'leaned', 'lined', 'lind', 'loaned', 'lend', 'lerner']","['learned', 'learnt', 'learn', 'learns']","['learned', 'learnt', 'learner', 'learn', 'learns', 'land', 'leaned', 'lined', 'lind', 'loaned', 'lend', 'lerner']"
clould,could,all over the world i ***mask*** imagine that maybe very big,K L OW L D,"['cloned', 'clothed', 'closed', 'quelled', 'cleared', 'crawled', 'cold', 'cloaked', 'claimed', 'climbed']","['cloud', 'could']","['quelled', 'clothed', 'crawled', 'cloned', 'cleared', 'cloud', 'claimed', 'cold', 'could', 'climbed', 'cloaked', 'closed']","['quelled', 'cold', 'cloaked', 'crawled', 'clothed', 'closed', 'climbed', 'claimed', 'cloned', 'cleared']","['could', 'cloud']","['could', 'cloud', 'quelled', 'cold', 'cloaked', 'crawled', 'clothed', 'closed', 'climbed', 'claimed', 'cloned', 'cleared']"
polute,pollute,future is that cars dont ***mask*** any more the enviroment this,P AH L UW T,"['pollute', 'salute', 'polite', 'collude', 'flute', 'polluter', 'pollutes', 'pellet', 'perlite', 'palette', 'pallet', 'palate']","['solute', 'polite', 'volute', 'pollute']","['perlite', 'polluter', 'pallet', 'pollutes', 'palate', 'palette', 'flute', 'polite', 'pellet', 'solute', 'volute', 'collude', 'salute', 'pollute']","['perlite', 'salute', 'polluter', 'pollutes', 'pollute', 'pallet', 'palate', 'pellet', 'polite', 'collude', 'palette', 'flute']","['volute', 'pollute', 'polite', 'solute']","['perlite', 'salute', 'volute', 'polluter', 'pollutes', 'pollute', 'pallet', 'palate', 'pellet', 'polite', 'collude', 'solute', 'palette', 'flute']"
statemant,statement,why i think that this ***mask*** is not the truth sure,S T EY T M AH N T,"['statement', 'statements', 'abatement', 'statesman', 'attainment', 'straightened', 'treatment', 'statesmen', 'straightens', 'restatement']",['statement'],"['straightened', 'straightens', 'attainment', 'treatment', 'statesmen', 'abatement', 'statement', 'statements', 'restatement', 'statesman']","['statement', 'treatment', 'statements', 'restatement', 'abatement', 'statesmen', 'attainment', 'statesman', 'straightened', 'straightens']",['statement'],"['statement', 'treatment', 'statements', 'restatement', 'abatement', 'statesmen', 'attainment', 'statesman', 'straightened', 'straightens']"
advertized,advertised,specific one products are usually ***mask*** either in an abstract environment,AE D V ER T AY Z D,"['advertised', 'advertised', 'advertiser', 'advertisers', 'advertise', 'advertises', 'advertising', 'amortized', 'advised']",['advertised'],"['advertise', 'advertising', 'advised', 'advertised', 'advertises', 'amortized', 'advertiser', 'advertisers']","['advertised', 'advised', 'advertising', 'amortized', 'advertise', 'advertises', 'advertiser', 'advertisers']",['advertised'],"['advertised', 'advised', 'advertising', 'amortized', 'advertise', 'advertises', 'advertiser', 'advertisers']"
probalbly,probably,generation did my kids will ***mask*** do too one day it,P R AA B AH L B L IY,['probably'],['probably'],['probably'],['probably'],['probably'],['probably']
gradparents,grandparents,my parents generation did my ***mask*** generation did my kids will,G R AE D P EH R AH N T S,"['grandparents', 'grandparent']",['grandparents'],"['grandparent', 'grandparents']","['grandparents', 'grandparent']",['grandparents'],"['grandparents', 'grandparent']"
cruses,cruises,south some travel and do ***mask*** others start going to university,K R UW Z IH Z,"['cruises', 'cruisers', 'bruises', 'cruising', 'cruces', 'causes', 'chooses', 'loses', 'creases', 'crosses']","['crues', 'ruses', 'crusts', 'crises', 'crudes', 'cruse', 'curses', 'crushes', 'cruises', 'causes']","['crues', 'crusts', 'crises', 'cruse', 'loses', 'curses', 'creases', 'cruises', 'cruces', 'causes', 'bruises', 'ruses', 'cruisers', 'crudes', 'chooses', 'cruising', 'crushes', 'crosses']","['causes', 'creases', 'cruces', 'crosses', 'chooses', 'cruising', 'loses', 'bruises', 'cruises', 'cruisers']","['causes', 'crues', 'cruse', 'curses', 'cruises', 'crises', 'crudes', 'crusts', 'crushes', 'ruses']","['causes', 'crues', 'cruse', 'creases', 'cruces', 'crosses', 'chooses', 'cruising', 'loses', 'curses', 'bruises', 'cruises', 'crises', 'crudes', 'crusts', 'crushes', 'cruisers', 'ruses']"
beening,being,will thing of young people ***mask*** up to 30 years and,B IY N IH NG,"['boning', 'beaming', 'burning', 'binning', 'banning', 'meaning', 'beeping', 'beaching', 'beefing', 'leaning']","['beeding', 'bening', 'beeping', 'beefing', 'benning', 'keening']","['binning', 'keening', 'meaning', 'beaching', 'beeding', 'burning', 'benning', 'bening', 'beeping', 'boning', 'leaning', 'beefing', 'beaming', 'banning']","['meaning', 'leaning', 'burning', 'beaching', 'beaming', 'boning', 'banning', 'binning', 'beeping', 'beefing']","['benning', 'keening', 'bening', 'beeding', 'beeping', 'beefing']","['meaning', 'leaning', 'benning', 'keening', 'burning', 'beaching', 'beaming', 'boning', 'banning', 'bening', 'binning', 'beeding', 'beeping', 'beefing']"
drungs,drugs,go partying they enjoy sex ***mask*** and rock n roll they,D R AH NG Z,"['tongues', 'drunk', 'dings', 'duns', 'drugs', 'drums', 'lungs', 'duds', 'dubs', 'doves']","['drunks', 'rungs', 'drugs']","['duns', 'doves', 'dubs', 'drugs', 'drunk', 'duds', 'lungs', 'dings', 'tongues', 'drunks', 'rungs', 'drums']","['drugs', 'drums', 'drunk', 'dubs', 'duds', 'dings', 'lungs', 'tongues', 'duns', 'doves']","['drugs', 'drunks', 'rungs']","['drugs', 'drums', 'drunk', 'drunks', 'rungs', 'dubs', 'duds', 'dings', 'lungs', 'tongues', 'duns', 'doves']"
incrediable,incredible,choice whether to believe the ***mask*** presentatiopn of the product and,IH N K R IY D IY AH B AH L,"['incredible', 'irremediable']",['incredible'],"['incredible', 'irremediable']","['incredible', 'irremediable']",['incredible'],"['incredible', 'irremediable']"
magazxine,magazine,prepared before displayed in a ***mask*** or shown on television the,M AE G AH Z IY N,"['magazine', 'magazines', 'magdalene', 'limousine']",['magazine'],"['magazine', 'magdalene', 'magazines', 'limousine']","['magazine', 'magazines', 'limousine', 'magdalene']",['magazine'],"['magazine', 'magazines', 'limousine', 'magdalene']"
grisp,crisp,grilled to perfection and the ***mask*** homegrown tomatoes the freshly baked,G R IH S P,"['crisp', 'grasp', 'grist', 'crisper', 'gasp', 'lisp', 'wisp', 'grip', 'graced', 'crimp']","['grip', 'grips', 'crisp', 'gris', 'grist', 'grasp']","['grip', 'crisper', 'wisp', 'graced', 'grips', 'crisp', 'lisp', 'crimp', 'gasp', 'gris', 'grist', 'grasp']","['crisper', 'crisp', 'crimp', 'graced', 'grist', 'wisp', 'grasp', 'grip', 'lisp', 'gasp']","['crisp', 'gris', 'grist', 'grips', 'grasp', 'grip']","['crisper', 'crisp', 'crimp', 'graced', 'gris', 'grist', 'wisp', 'grips', 'grasp', 'grip', 'lisp', 'gasp']"
dissappointment,disappointment,experience a suprise and a ***mask*** the so delicious golden fries,D IH S AH P OY N T M AH N T,"['disappointment', 'disappointments']",['disappointment'],"['disappointment', 'disappointments']","['disappointment', 'disappointments']",['disappointment'],"['disappointment', 'disappointments']"
perfectely,perfectly,full and long the lips ***mask*** shaped and full but what,P ER F EH K T L IY,"['perfectly', 'perfected', 'perfecting', 'correctly', 'perfectly', 'perfecta', 'directly', 'perfect']",['perfectly'],"['perfected', 'perfect', 'correctly', 'perfecting', 'directly', 'perfecta', 'perfectly']","['perfectly', 'perfected', 'perfect', 'perfecting', 'perfecta', 'correctly', 'directly']",['perfectly'],"['perfectly', 'perfected', 'perfect', 'perfecting', 'perfecta', 'correctly', 'directly']"
presentatiopn,presentation,whether to believe the incrediable ***mask*** of the product and thus,P R EH Z AH N T EY SH AH P N,"['presentation', 'presentations']",['presentation'],"['presentations', 'presentation']","['presentation', 'presentations']",['presentation'],"['presentation', 'presentations']"
reserach,research,of travel books or prior ***mask*** of corse you will need,R IY Z EH R AH K,"['resented', 'ribera']",['research'],"['research', 'ribera', 'resented']","['ribera', 'resented']",['research'],"['research', 'ribera', 'resented']"
acitivties,activities,and do all kinds of ***mask*** that are enjoyable and doable,AH S IH T IH V T IY Z,[''],['activities'],['activities'],[''],['activities'],['activities']
desireable,desirable,for those people it is ***mask*** to have idividuale self guided,D IH Z AY ER AH B AH L,"['desirable', 'desirable', 'definable', 'discernible', 'miserable', 'divisible']",['desirable'],"['desirable', 'miserable', 'discernible', 'definable', 'divisible']","['desirable', 'miserable', 'definable', 'divisible', 'discernible']",['desirable'],"['desirable', 'miserable', 'definable', 'divisible', 'discernible']"
differnent,different,time being guided through the ***mask*** sites and coming back home,D IH F ER N AH N T,"['deferment', 'different', 'defiant', 'different', 'deficient', 'dissonant', 'divergent', 'deterrent', 'detergent', 'difference']",['different'],"['defiant', 'deficient', 'deterrent', 'dissonant', 'detergent', 'difference', 'divergent', 'different', 'deferment']","['different', 'divergent', 'difference', 'deficient', 'deferment', 'dissonant', 'defiant', 'deterrent', 'detergent']",['different'],"['different', 'divergent', 'difference', 'deficient', 'deferment', 'dissonant', 'defiant', 'deterrent', 'detergent']"
idividuale,individual,it is desireable to have ***mask*** self guided tours which can,AY D IH V IH JH UW W AA L IY,[''],"['individual', 'individuals', 'individuate']","['individual', 'individuals', 'individuate']",[''],"['individual', 'individuals', 'individuate']","['individual', 'individuals', 'individuate']"
aranged,arranged,happen if everything has been ***mask*** through a guide overall i,ER EY N JH D,"['arranged', 'ranged', 'arranger', 'changed', 'ranger', 'arrange', 'arraigned', 'arranges', 'lunged', 'singed']","['ranged', 'arranged']","['arrange', 'arranged', 'ranger', 'lunged', 'arraigned', 'changed', 'singed', 'arranger', 'arranges', 'ranged']","['arranged', 'changed', 'arrange', 'arranges', 'ranged', 'ranger', 'arranger', 'lunged', 'arraigned', 'singed']","['arranged', 'ranged']","['arranged', 'changed', 'arrange', 'arranges', 'ranged', 'ranger', 'arranger', 'lunged', 'arraigned', 'singed']"
travle,travel,self guided trip than a ***mask*** within a guided group,T R AE V AH L,"['travel', 'trammel', 'gravel', 'treble', 'drabble', 'tackle', 'tattle', 'drivel', 'tassel', 'havel']",['travel'],"['travel', 'treble', 'trammel', 'tattle', 'tassel', 'tackle', 'havel', 'drivel', 'gravel', 'drabble']","['travel', 'drivel', 'trammel', 'havel', 'tackle', 'drabble', 'tattle', 'tassel', 'treble', 'gravel']",['travel'],"['travel', 'drivel', 'trammel', 'havel', 'tackle', 'drabble', 'tassel', 'tattle', 'treble', 'gravel']"
atvantage,advantage,it might feel like an ***mask*** because it wo take much,AE T V AE N T IH JH,"['advantage', 'atlantis', 'advantaged', 'vantage']",['advantage'],"['advantaged', 'atlantis', 'advantage', 'vantage']","['advantage', 'advantaged', 'atlantis', 'vantage']",['advantage'],"['advantage', 'advantaged', 'atlantis', 'vantage']"
parens,parents,all depends on what the ***mask*** expect their children to do,P EH R AH N Z,"['barons', 'perils', 'parent', 'herons', 'peons', 'paeans', 'mariners', 'barons', 'barrens', 'penance']","['arens', 'parent', 'parnes', 'karens', 'parents']","['penance', 'peons', 'paeans', 'barrens', 'mariners', 'arens', 'parent', 'barons', 'herons', 'perils', 'parnes', 'karens', 'parents']","['parent', 'barons', 'paeans', 'barrens', 'perils', 'peons', 'mariners', 'penance', 'herons']","['parents', 'parent', 'karens', 'parnes', 'arens']","['parents', 'parent', 'barons', 'karens', 'paeans', 'barrens', 'perils', 'peons', 'mariners', 'parnes', 'arens', 'penance', 'herons']"
buisy,busy,young people who are too ***mask*** to help their communities because,B IH Z IY,"['busy', 'basie', 'biddy', 'boise', 'boozy', 'dizzy', 'biggie', 'beery', 'bitchy', 'lizzie', 'lizzy']","['busy', 'bugsy']","['beery', 'boise', 'lizzie', 'bugsy', 'dizzy', 'boozy', 'busy', 'basie', 'bitchy', 'lizzy', 'biddy', 'biggie']","['busy', 'biggie', 'dizzy', 'biddy', 'boozy', 'lizzie', 'bitchy', 'boise', 'basie', 'beery', 'lizzy']","['busy', 'bugsy']","['busy', 'biggie', 'dizzy', 'biddy', 'boozy', 'lizzie', 'bugsy', 'bitchy', 'boise', 'basie', 'beery', 'lizzy']"
autmaticly,automatically,do does not make someone ***mask*** successful but taking the risk,AO T M AE T IH K L IY,"['automatically', 'automatically', 'thematically']",['autmaticly'],"['thematically', 'automatically', 'autmaticly']","['automatically', 'thematically']",['autmaticly'],"['automatically', 'autmaticly', 'thematically']"
differnec,difference,else can will make the ***mask***,D IH F ER N EH K,"['defect', 'different', 'difference']","['difference', 'different', 'differed']","['difference', 'defect', 'differed', 'different']","['difference', 'different', 'defect']","['difference', 'different', 'differed']","['difference', 'different', 'defect', 'differed']"
opject,object,to concentrate on one specivic ***mask*** or part in the modern,AA P JH EH K T,"['object', 'object', 'abject', 'inject', 'reject', 'reject', 'objects', 'eject', 'project', 'project']",['object'],"['abject', 'objects', 'eject', 'project', 'inject', 'reject', 'object']","['eject', 'object', 'inject', 'project', 'abject', 'reject', 'objects']",['object'],"['eject', 'object', 'inject', 'project', 'abject', 'reject', 'objects']"
sriped,striped,only design red and length ***mask*** chairs skirts or what ever,S R AY P T,"['swiped', 'sniped', 'griped', 'sept', 'sipped', 'psyched', 'sapped', 'seeped', 'piped', 'souped']","['sniped', 'striped', 'swiped']","['sniped', 'sept', 'swiped', 'griped', 'piped', 'striped', 'psyched', 'souped', 'seeped', 'sapped', 'sipped']","['seeped', 'piped', 'sniped', 'souped', 'griped', 'swiped', 'sipped', 'sept', 'sapped', 'psyched']","['striped', 'sniped', 'swiped']","['striped', 'seeped', 'piped', 'sniped', 'souped', 'griped', 'swiped', 'sipped', 'sept', 'sapped', 'psyched']"
specivic,specific,and to concentrate on one ***mask*** opject or part in the,S P IH S IH V IH K,"['specific', 'specific', 'specifics']",['specific'],"['specifics', 'specific']","['specifics', 'specific']",['specific'],"['specific', 'specifics']"
sripes,stripes,season thinks red and length ***mask*** are trendy that should not,SH R AY P S,"['shapes', 'ships', 'shops', 'shoppes', 'gripes', 'wipes', 'pipes', 'types', 'shrines', 'hypes']","['stripes', 'swipes', 'stipes', 'snipes', 'cripes', 'gripes']","['types', 'stripes', 'stipes', 'shops', 'swipes', 'shoppes', 'pipes', 'cripes', 'hypes', 'shrines', 'snipes', 'shapes', 'wipes', 'ships', 'gripes']","['shapes', 'types', 'ships', 'hypes', 'pipes', 'shops', 'shoppes', 'wipes', 'gripes', 'shrines']","['stripes', 'snipes', 'stipes', 'cripes', 'gripes', 'swipes']","['stripes', 'shapes', 'types', 'ships', 'snipes', 'hypes', 'stipes', 'pipes', 'shops', 'cripes', 'shoppes', 'wipes', 'gripes', 'swipes', 'shrines']"
