Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
interst,interest,will forget them again so it is much more of ***mask*** to learn where you can find them than knowing them,IH N T ER S T,"['enticed', 'induced', 'interned', 'insist', 'incest', 'reversed', 'ingest', 'interrupt', 'intact', 'infest']",['interest'],"['intact', 'incest', 'enticed', 'interned', 'induced', 'interest', 'reversed', 'infest', 'ingest', 'insist', 'interrupt']","['ingest', 'enticed', 'infest', 'insist', 'reversed', 'incest', 'interrupt', 'intact', 'induced', 'interned']",['interest'],"['interest', 'ingest', 'enticed', 'infest', 'insist', 'reversed', 'incest', 'interrupt', 'intact', 'induced', 'interned']"
discory,discord,order to succeed furthermore the possibilities of making a new ***mask*** and to run a successful business are higher thus i,D IH S K AO R IY,"['discord', 'discourse', 'discard', 'disgorge', 'discovery', 'discovery', 'distort', 'disagree', 'decor', 'disorder']",['discord'],"['decor', 'discovery', 'discard', 'disorder', 'discord', 'disgorge', 'distort', 'disagree', 'discourse']","['discovery', 'discard', 'decor', 'discourse', 'discord', 'disorder', 'disgorge', 'distort', 'disagree']",['discord'],"['discovery', 'discard', 'decor', 'discourse', 'discord', 'disorder', 'disgorge', 'distort', 'disagree']"
shopowner,shop owner,that sell established products although franchising for example gives the ***mask*** more security the possibilty of making huge surpluses is lower,SH AA P OW N ER,"['shipowner', 'shoppers', 'shipowners', 'sharpen', 'chaperone', 'shopper']",['shipowner'],"['shoppers', 'shopper', 'shipowner', 'chaperone', 'sharpen', 'shipowners']","['shopper', 'shoppers', 'shipowner', 'shipowners', 'sharpen', 'chaperone']",['shipowner'],"['shopper', 'shoppers', 'shipowner', 'shipowners', 'sharpen', 'chaperone']"
enterly,entirely,more security the possibilty of making huge surpluses is lower ***mask*** new and creative concepts however can help you to become,EH N T ER L IY,"['entry', 'elderly', 'enrollee', 'internee', 'entity', 'entity', 'entebbe', 'easterly', 'bitterly', 'entering']",['esterly'],"['easterly', 'enrollee', 'entity', 'bitterly', 'internee', 'entering', 'elderly', 'entry', 'esterly', 'entebbe']","['entering', 'entry', 'entebbe', 'elderly', 'entity', 'enrollee', 'bitterly', 'easterly', 'internee']",['esterly'],"['entering', 'entry', 'entebbe', 'elderly', 'entity', 'enrollee', 'bitterly', 'esterly', 'easterly', 'internee']"
selfconfident,self-confident,the things you know you can do because you are ***mask*** in what you do and you will do it the,S EH L F K AA N F AH D AH N T,[],['self-confident'],['self-confident'],[],['self-confident'],['self-confident']
exampel,example,and that is not possible withoug moving on a good ***mask*** is a tennisplayer if he would never change his way,IH G Z AE M P AH L,"['example', 'examples', 'examiner', 'examines', 'examined']",['example'],"['examines', 'examined', 'examples', 'example', 'examiner']","['example', 'examiner', 'examples', 'examined', 'examines']",['example'],"['example', 'examiner', 'examples', 'examined', 'examines']"
withoug,without,as good as can be and that is not possible ***mask*** moving on a good exampel is a tennisplayer if he,W IH TH AW G,"['without', 'without', 'within', 'wiggle', 'with', 'with', 'withe', 'wig', 'whig']",['without'],"['wiggle', 'wig', 'within', 'without', 'withe', 'with', 'whig']","['without', 'with', 'withe', 'within', 'wiggle', 'wig', 'whig']",['without'],"['without', 'withe', 'with', 'within', 'wiggle', 'wig', 'whig']"
tennisplayer,tennis player,not possible withoug moving on a good exampel is a ***mask*** if he would never change his way of playing everyone,T EH N IH S P L EY ER,[],['tennisplayer'],['tennisplayer'],[],['tennisplayer'],['tennisplayer']
epsecially,especially,more than older people do is a very important question ***mask*** when considering that with modern medicine people are continously enabled,EH P S IY SH AH L IY,['essentially'],['especially'],"['essentially', 'especially']",['essentially'],['especially'],"['especially', 'essentially']"
vasts,vast,have more opportunities to do so for example there are ***mask*** amounts of activites for younger people to do in their,V AE S T S,"['vests', 'fasts', 'masts', 'casts', 'castes', 'pasts', 'lasts', 'fests', 'guests', 'bursts']","['vass', 'vests', 'vats', 'vast', 'lasts', 'casts', 'vases', 'masts', 'fasts', 'pasts']","['vass', 'fests', 'vast', 'guests', 'lasts', 'casts', 'masts', 'vests', 'castes', 'vats', 'bursts', 'vases', 'fasts', 'pasts']","['fasts', 'pasts', 'masts', 'guests', 'bursts', 'vests', 'lasts', 'fests', 'casts', 'castes']","['vast', 'fasts', 'pasts', 'vass', 'vats', 'masts', 'vests', 'vases', 'lasts', 'casts']","['vast', 'fasts', 'pasts', 'vass', 'vats', 'masts', 'guests', 'bursts', 'vests', 'vases', 'lasts', 'fests', 'casts', 'castes']"
politcial,political,the environment more carefully can be also found in many ***mask*** strategies or in new laws for protecting the environment but,P AH L IH T SH AH L,"['palatial', 'political', 'political', 'potential', 'publishes']",['political'],"['publishes', 'potential', 'palatial', 'political']","['political', 'potential', 'palatial', 'publishes']",['political'],"['political', 'potential', 'palatial', 'publishes']"
alreadz,already,for the environment and necessitiy for acting now against the ***mask*** done damages due to this awareness the decrease of using,AA L R IY AA D Z,[],['already'],['already'],[],['already'],['already']
independing,independent,car use will be increse for the next twenty years ***mask*** on this situation in asia i finally agree with the,IH N D IH P EH N D IH NG,['depending'],"['independant', 'independent', 'depending']","['depending', 'independant', 'independent']",['depending'],"['depending', 'independent', 'independant']","['depending', 'independent', 'independant']"
aftermath,aftermath,is necessary they also started to consider what kind of ***mask*** their behavior will have for their children and the children,AE F T ER M AE TH,"['aftermath', 'afterthought', 'afterthought']",['aftermath'],"['afterthought', 'aftermath']","['aftermath', 'afterthought']",['aftermath'],"['aftermath', 'afterthought']"
necessitiy,necessity,noticed the influences of using cars for the environment and ***mask*** for acting now against the alreadz done damages due to,N AH S EH S IH T IY,"['necessity', 'necessity', 'necessities', 'obscenity', 'scarcity']",['necessity'],"['scarcity', 'necessities', 'obscenity', 'necessity']","['necessity', 'obscenity', 'necessities', 'scarcity']",['necessity'],"['necessity', 'obscenity', 'necessities', 'scarcity']"
increse,increase,through their industralizing process there the car use will be ***mask*** for the next twenty years independing on this situation in,IH N K R IY Z,"['increase', 'increase', 'incurs', 'inquiries', 'indies', 'enclose', 'entries', 'intros', 'encroach', 'injuries']",['increase'],"['intros', 'inquiries', 'injuries', 'indies', 'encroach', 'increase', 'enclose', 'incurs', 'entries']","['increase', 'incurs', 'encroach', 'enclose', 'injuries', 'inquiries', 'intros', 'indies', 'entries']",['increase'],"['increase', 'incurs', 'encroach', 'enclose', 'injuries', 'inquiries', 'intros', 'indies', 'entries']"
ozon,ozone,use of pollutant like cars can be harmful for the ***mask*** lawyer the turnover of conduct and so the try to,OW Z AH N,"['ozone', 'odin', 'open', 'omen', 'ocean', 'roseanne', 'rosanne', 'resin', 'risen', 'arisen']","['ozone', 'oxon', 'omon']","['resin', 'omon', 'ocean', 'risen', 'omen', 'arisen', 'oxon', 'open', 'roseanne', 'rosanne', 'odin', 'ozone']","['open', 'ocean', 'arisen', 'roseanne', 'ozone', 'risen', 'omen', 'resin', 'rosanne', 'odin']","['oxon', 'ozone', 'omon']","['open', 'ocean', 'arisen', 'roseanne', 'oxon', 'ozone', 'risen', 'omen', 'omon', 'resin', 'rosanne', 'odin']"
industralizing,industrializing,the contrary at this time they are getting through their ***mask*** process there the car use will be increse for the,IH N D AH S T R AH L AY Z IH NG,['industrializing'],['industrializing'],['industrializing'],['industrializing'],['industrializing'],['industrializing']
advertisments,advertisements,i do agree with the statement that ***mask*** make products seem much better than they truely are,AE D V ER T IH Z M AH N T S,"['advertisements', 'advertisement', 'advertisement']","['advertisements', 'advertisment']","['advertisement', 'advertisements', 'advertisment']","['advertisements', 'advertisement']","['advertisements', 'advertisment']","['advertisements', 'advertisement', 'advertisment']"
strenous,strenuous,once in our life imagine yourself coming home from a ***mask*** day at work and all you want to do is,S T R EH N AH S,"['sternness', 'stretches', 'stresses', 'stratus', 'sternness', 'strengths', 'steepness', 'stillness', 'stiffness', 'tennis']",['strenuous'],"['sternness', 'strengths', 'steepness', 'tennis', 'stratus', 'stillness', 'stiffness', 'stresses', 'stretches', 'strenuous']","['stiffness', 'steepness', 'stretches', 'stresses', 'sternness', 'stillness', 'tennis', 'stratus', 'strengths']",['strenuous'],"['stiffness', 'steepness', 'stretches', 'stresses', 'sternness', 'stillness', 'tennis', 'stratus', 'strenuous', 'strengths']"
heatened,heated,you notice that whenever you eat something cold or extremely ***mask*** your teeth start hurting and there you have it this,HH IY T AH N D,"['heightened', 'heartened', 'returned', 'hastened', 'retained', 'heated', 'rotund', 'heightens', 'horton', 'heated']",['heartened'],"['horton', 'heightens', 'returned', 'rotund', 'retained', 'hastened', 'heightened', 'heartened', 'heated']","['heated', 'rotund', 'heartened', 'retained', 'hastened', 'returned', 'heightened', 'horton', 'heightens']",['heartened'],"['heated', 'rotund', 'heartened', 'retained', 'hastened', 'returned', 'heightened', 'horton', 'heightens']"
memerizing,memorizing,be able to achieve a very high grade by just ***mask*** facts my last and most important point is that understanding,M EH M ER AY Z IH NG,"['memorizing', 'memorizes', 'mesmerizing', 'summarizing', 'memorized', 'memorize']",['memorizing'],"['memorized', 'memorizing', 'summarizing', 'memorize', 'mesmerizing', 'memorizes']","['mesmerizing', 'summarizing', 'memorizing', 'memorize', 'memorizes', 'memorized']",['memorizing'],"['mesmerizing', 'summarizing', 'memorizing', 'memorize', 'memorizes', 'memorized']"
memerized,memorized,i never really had to work with the facts i ***mask*** today i can say i forgot almost everything i have,M EH M ER AY Z D,"['memorized', 'memorize', 'mesmerized', 'memorizes', 'summarized', 'motorized', 'memorizing', 'mesmerize', 'memories']","['mesmerized', 'memorized']","['mesmerize', 'memorizing', 'mesmerized', 'memorize', 'memories', 'summarized', 'memorizes', 'motorized', 'memorized']","['memories', 'memorizing', 'memorize', 'memorizes', 'memorized', 'summarized', 'mesmerize', 'mesmerized', 'motorized']","['memorized', 'mesmerized']","['memories', 'memorizing', 'memorize', 'memorizes', 'memorized', 'summarized', 'mesmerize', 'mesmerized', 'motorized']"
opionion,opinion,a high iq if only facts are asked in my ***mask*** the studying facts should be rewarded but you should not,OW P IY OW N IY AH N,[],['opinion'],['opinion'],[],['opinion'],['opinion']
memerize,memorize,concepts is the following a person that is able to ***mask*** a lot is not necesarilly an intellegent person so it,M EH M ER AY Z,"['memorize', 'memories', 'memos', 'semis', 'memorized', 'mesmerize', 'samurais', 'summarize', 'members', 'murmurs']",['memorize'],"['semis', 'mesmerize', 'memorize', 'memos', 'memories', 'murmurs', 'summarize', 'memorized', 'samurais', 'members']","['summarize', 'mesmerize', 'memories', 'memorize', 'memos', 'memorized', 'members', 'samurais', 'murmurs', 'semis']",['memorize'],"['summarize', 'mesmerize', 'memories', 'memorize', 'memos', 'memorized', 'members', 'samurais', 'murmurs', 'semis']"
unintellegent,unintelligent,an intellegent person so it is possible that a rather ***mask*** person gets higher grades in school than person that has,AH N IH N T EH L AH JH AH N T,['intelligent'],['unintelligent'],"['intelligent', 'unintelligent']",['intelligent'],['unintelligent'],"['intelligent', 'unintelligent']"
necesarilly,necessarily,person that is able to memerize a lot is not ***mask*** an intellegent person so it is possible that a rather,N EH S AH S EH R AH L IY,"['necessarily', 'necessary', 'unnecessarily']",['necessarily'],"['necessary', 'unnecessarily', 'necessarily']","['necessarily', 'necessary', 'unnecessarily']",['necessarily'],"['necessarily', 'necessary', 'unnecessarily']"
learend,learned,able to explain and to pass on what they have ***mask*** to other people this is again due to the fact,L IH R EH N D,"['listened', 'ligand', 'trend', 'friend', 'lorena', 'descend', 'depend', 'defend', 'lessened', 'legend']",['learned'],"['legend', 'friend', 'lorena', 'ligand', 'listened', 'trend', 'descend', 'depend', 'lessened', 'defend', 'learned']","['listened', 'friend', 'lessened', 'legend', 'depend', 'descend', 'defend', 'trend', 'ligand', 'lorena']",['learned'],"['learned', 'listened', 'friend', 'lessened', 'legend', 'depend', 'descend', 'defend', 'trend', 'ligand', 'lorena']"
physiks,physics,connected to other topics of our society than maths of ***mask*** we all know that the most important fact is to,F IH Z IH K S,"['physics', 'visits', 'phenix', 'physical', 'philips', 'phillips', 'flicks', 'felix', 'phoenix', 'phonics']","['physios', 'physics']","['flicks', 'physics', 'phenix', 'phillips', 'philips', 'visits', 'phonics', 'physical', 'phoenix', 'physios', 'felix']","['physics', 'physical', 'phillips', 'felix', 'phenix', 'phonics', 'philips', 'phoenix', 'visits', 'flicks']","['physics', 'physios']","['physics', 'physical', 'phillips', 'felix', 'phenix', 'phonics', 'physios', 'philips', 'phoenix', 'visits', 'flicks']"
afterwards,afterwards,students to get to know their opinion about it and ***mask*** creating his or her own ideas which are based on,AE F T ER W ER D Z,['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards']
kowledge,knowledge,is the learning aspect if i once have a certain ***mask*** i should continue to learn and this is true for,K AW L IH JH,"['college', 'kaolin', 'coolidge', 'cowling', 'coleridge', 'carriage', 'pillage', 'cowley', 'foliage', 'cabbage']",['knowledge'],"['coolidge', 'coleridge', 'cowley', 'cowling', 'pillage', 'foliage', 'cabbage', 'knowledge', 'carriage', 'kaolin', 'college']","['college', 'cowley', 'cowling', 'coolidge', 'coleridge', 'kaolin', 'pillage', 'carriage', 'cabbage', 'foliage']",['knowledge'],"['knowledge', 'college', 'cowling', 'cowley', 'coolidge', 'coleridge', 'kaolin', 'pillage', 'carriage', 'cabbage', 'foliage']"
sallary,salary,unskilled or workers the higher your qualification the higher your ***mask*** i study translation and i know that only translators with,S AE L ER IY,"['salary', 'celery', 'mallory', 'valerie', 'valery', 'gallery', 'silly', 'sully', 'surly', 'rally']",['salary'],"['mallory', 'silly', 'salary', 'gallery', 'surly', 'rally', 'sully', 'valerie', 'valery', 'celery']","['salary', 'silly', 'gallery', 'surly', 'valerie', 'celery', 'valery', 'rally', 'sully', 'mallory']",['salary'],"['salary', 'silly', 'gallery', 'surly', 'valerie', 'celery', 'valery', 'rally', 'sully', 'mallory']"
confindent,confident,made the experience that i am becoming much more self ***mask*** when i have the feeling of being an expert in,K AH N F IH N D AH N T,"['confinement', 'contingent']",['confident'],"['contingent', 'confinement', 'confident']","['contingent', 'confinement']",['confident'],"['confident', 'contingent', 'confinement']"
competences,competence,an engineer he still has enough time to learn additional ***mask*** when he needs them i am absolutely convinced that it,K AA M P AH T IH N S IH Z,"['competencies', 'competency', 'competitions', 'competence']",['competences'],"['competence', 'competency', 'competences', 'competencies', 'competitions']","['competence', 'competitions', 'competency', 'competencies']",['competences'],"['competence', 'competences', 'competitions', 'competencies', 'competency']"
chancec,chance,the retrospective view and will therefore see more often the ***mask*** forgone excluding the few very lucky people that have always,CH AE N S IH K,"['chances', 'ransack', 'chancery', 'chances', 'chancy', 'chandon', 'chanted', 'chanting', 'chadwick', 'chancellor']","['chanced', 'chances', 'chance', 'chancer', 'chancel']","['ransack', 'chanced', 'chances', 'chancery', 'chandon', 'chancellor', 'chancy', 'chance', 'chanted', 'chadwick', 'chanting', 'chancer', 'chancel']","['chances', 'chancery', 'chancellor', 'chandon', 'chancy', 'ransack', 'chadwick', 'chanted', 'chanting']","['chances', 'chanced', 'chance', 'chancer', 'chancel']","['chances', 'chanced', 'chancery', 'chance', 'chancer', 'chancellor', 'chandon', 'chancy', 'ransack', 'chadwick', 'chanted', 'chancel', 'chanting']"
condidtions,conditions,secondly that the persons to be compared live in similar ***mask*** other things being equal basically which are not extreme first,K AH N D IH D SH AH N Z,"['conditioners', 'conditions', 'convictions', 'conditional', 'conditioning', 'conditioned', 'conditioner', 'condition']",['conditions'],"['convictions', 'conditioned', 'conditioning', 'conditioner', 'conditions', 'conditional', 'conditioners', 'condition']","['conditions', 'conditioner', 'conditioners', 'condition', 'convictions', 'conditioned', 'conditional', 'conditioning']",['conditions'],"['conditions', 'conditioner', 'conditioners', 'condition', 'convictions', 'conditioned', 'conditional', 'conditioning']"
ofthen,often,know how to still enjoy their life however they are ***mask*** in a far worse situation than any young person is,AO F AH N,"['often', 'awful', 'office', 'oren', 'auden', 'orson', 'organ', 'officer', 'aachen', 'offing']","['ofthe', 'often']","['auden', 'orson', 'officer', 'awful', 'oren', 'often', 'ofthe', 'aachen', 'office', 'organ', 'offing']","['often', 'offing', 'auden', 'officer', 'office', 'awful', 'organ', 'oren', 'orson', 'aachen']","['often', 'ofthe']","['often', 'offing', 'ofthe', 'auden', 'officer', 'office', 'awful', 'organ', 'oren', 'orson', 'aachen']"
pld,old,enjoy themselves one specific example would be a 87 year ***mask*** woman who had a stroke and consequently had to lie,P L AY D,"['plied', 'plight', 'flied', 'played', 'pride', 'pried', 'plod', 'plier', 'plaid', 'clyde']",['pld'],"['plied', 'flied', 'plier', 'played', 'plight', 'clyde', 'pld', 'plod', 'pride', 'plaid', 'pried']","['flied', 'plight', 'played', 'pried', 'plied', 'plier', 'plod', 'clyde', 'pride', 'plaid']",['pld'],"['flied', 'plight', 'played', 'pried', 'plied', 'plier', 'pld', 'plod', 'clyde', 'pride', 'plaid']"
oppertunity,opportunity,year off this year was supposed to give us the ***mask*** to discover more about ourselves and realize what we wanted,AA P ER T UW N AH T IY,"['opportunity', 'opportunities', 'opportunist']",['opportunity'],"['opportunities', 'opportunity', 'opportunist']","['opportunity', 'opportunities', 'opportunist']",['opportunity'],"['opportunity', 'opportunities', 'opportunist']"
satisfing,satisfying,she thought that this would be the right way of ***mask*** herself however she was wrong she now realized that that,S AE T IH S F IH NG,"['satisfying', 'satisfy', 'satisfies', 'satisfied']",['satisfying'],"['satisfies', 'satisfying', 'satisfied', 'satisfy']","['satisfying', 'satisfied', 'satisfy', 'satisfies']",['satisfying'],"['satisfying', 'satisfied', 'satisfy', 'satisfies']"
exaple,example,older ones to explain my view i will give an ***mask*** of an unhappy young person who was not able to,IH G Z EY P AH L,['example'],['example'],['example'],['example'],['example'],['example']
opertunity,oportunity,your life is very crucial because you only have one ***mask*** some say that they enjoyed life more when they were,AA P ER T UW N AH T IY,"['opportunity', 'opportunities', 'opportunist']",['opportunity'],"['opportunities', 'opportunity', 'opportunist']","['opportunity', 'opportunist', 'opportunities']",['opportunity'],"['opportunity', 'opportunist', 'opportunities']"
imensly,immensely,to watch how small things can make her enjoy herself ***mask*** the two example that i have made show that enjoying,AY M AH N Z L IY,"['bimonthly', 'monthly']","['immensely', 'measly']","['monthly', 'immensely', 'bimonthly', 'measly']","['monthly', 'bimonthly']","['measly', 'immensely']","['measly', 'immensely', 'monthly', 'bimonthly']"
twens,twins,their communties in my opinion young people particularly teenager and ***mask*** could and shoul help much more in their communities firstly,T W EH N Z,"['twins', 'trends', 'whence', 'winners', 'windsor', 'whiners', 'twinge', 'dwells', 'wieners', 'tens']","['twen', 'twins', 'tens', 'twent', 'teens', 'owens']","['winners', 'twen', 'twins', 'trends', 'whiners', 'tens', 'windsor', 'twent', 'dwells', 'teens', 'wieners', 'twinge', 'owens', 'whence']","['whence', 'twinge', 'twins', 'tens', 'windsor', 'whiners', 'winners', 'trends', 'wieners', 'dwells']","['teens', 'twins', 'twen', 'twent', 'tens', 'owens']","['teens', 'whence', 'twinge', 'twins', 'twen', 'twent', 'tens', 'windsor', 'whiners', 'winners', 'trends', 'owens', 'wieners', 'dwells']"
enery,energy,essay i will debate if peolpe spend enough time and ***mask*** to helping their community in particular i will highlight why,EH N ER IY,"['emory', 'emery', 'ennui', 'every', 'annie', 'enters', 'envy', 'entered', 'ernie', 'ornery']","['every', 'emery', 'energy', 'enemy', 'entry']","['ornery', 'enters', 'every', 'emery', 'ennui', 'emory', 'envy', 'energy', 'annie', 'ernie', 'entry', 'entered', 'enemy']","['ornery', 'emery', 'envy', 'ennui', 'ernie', 'entered', 'every', 'annie', 'enters', 'emory']","['energy', 'entry', 'emery', 'every', 'enemy']","['energy', 'entry', 'ornery', 'emery', 'envy', 'ennui', 'ernie', 'entered', 'every', 'annie', 'enters', 'enemy', 'emory']"
peolpe,people,is this true in my essay i will debate if ***mask*** spend enough time and enery to helping their community in,P IY OW L P IY,"['parolee', 'parolees', 'poultry']",['people'],"['parolee', 'people', 'poultry', 'parolees']","['poultry', 'parolee', 'parolees']",['people'],"['people', 'poultry', 'parolee', 'parolees']"
communties,communities,as why also young people would benefit from helping their ***mask*** in my opinion young people particularly teenager and twens could,K AA M Y AH N T IY Z,['communist'],['communities'],"['communist', 'communities']",['communist'],['communities'],"['communities', 'communist']"
peolple,people,people would benefit from an increased social engagement nowadays young ***mask*** at least in europe often take anything for granted they,P IY OW L P AH L,['people'],['people'],['people'],['people'],['people'],['people']
nowadys,nowadays,in particular with reference to the opinion that young people ***mask*** do give enough time and energy to supporting the communities,N AW AA D IY Z,"['nowadays', 'rowdies', 'nobodies', 'bodies', 'saudis', 'mondays', 'candies', 'nazis', 'sundays', 'nods']",['nowadays'],"['candies', 'nowadays', 'nobodies', 'bodies', 'rowdies', 'saudis', 'nazis', 'sundays', 'mondays', 'nods']","['nowadays', 'nobodies', 'bodies', 'sundays', 'mondays', 'nazis', 'nods', 'rowdies', 'saudis', 'candies']",['nowadays'],"['nowadays', 'nobodies', 'bodies', 'sundays', 'mondays', 'nazis', 'nods', 'rowdies', 'saudis', 'candies']"
homecountry,home country,people or you could deny it and stay in your ***mask*** earning an average amount of money leading a normal life,HH OW M K AW N T R IY,[],['homecountry'],['homecountry'],[],['homecountry'],['homecountry']
exmaple,example,of money they are highly risky and of course the ***mask*** of the businessmen is only some kind of a stereotype,EH K S M EY P AH L,[],['example'],['example'],[],['example'],['example']
thinkt,think,to discover the continent america he was an explorer i ***mask*** it is quite evident to everybody that in order to,TH IH NG K T,"['thanked', 'thinker', 'thinks', 'winked', 'linked', 'thinkers', 'think', 'tanked', 'thanks', 'tinker']","['think', 'thinks']","['thinkers', 'tanked', 'tinker', 'think', 'thinks', 'thanks', 'thanked', 'linked', 'winked', 'thinker']","['think', 'thinker', 'thinks', 'thanks', 'thanked', 'thinkers', 'linked', 'tinker', 'winked', 'tanked']","['think', 'thinks']","['think', 'thinker', 'thinks', 'thanks', 'thanked', 'thinkers', 'linked', 'tinker', 'winked', 'tanked']"
observerd,observed,it leaves the point that not many old persons are ***mask*** in discos rock concerts or in the movies but the,AH B Z ER V ER D,"['observers', 'observes', 'observed', 'observer', 'observing', 'absolved', 'preserver', 'observe']","['observed', 'observers', 'observer']","['observes', 'observers', 'observed', 'observer', 'observe', 'observing', 'absolved', 'preserver']","['observed', 'observing', 'observe', 'observer', 'observers', 'observes', 'absolved', 'preserver']","['observed', 'observer', 'observers']","['observed', 'observing', 'observe', 'observer', 'observers', 'observes', 'absolved', 'preserver']"
coice,choice,also attended an australian school only studying 5 subjects the ***mask*** was widely open and no mathematics or languages or any,K OY S,"['voice', 'coil', 'coin', 'coos', 'noyce', 'coyer', 'choice', 'kos', 'royce', 'joyce']","['choice', 'voice', 'coire']","['choice', 'coil', 'royce', 'kos', 'joyce', 'voice', 'noyce', 'coos', 'coyer', 'coin', 'coire']","['choice', 'voice', 'noyce', 'royce', 'kos', 'coin', 'coil', 'coos', 'coyer', 'joyce']","['choice', 'voice', 'coire']","['choice', 'voice', 'noyce', 'royce', 'kos', 'coin', 'coil', 'coos', 'coyer', 'coire', 'joyce']"
subjetcs,subjects,was widely open and no mathematics or languages or any ***mask*** were required to be able to do your exams at,S AH B JH IH T S,"['submits', 'subjects', 'subjects', 'subverts', 'subject', 'subjects', 'summits', 'subject', 'submit', 'budgets']",['subjects'],"['submit', 'subjects', 'budgets', 'subject', 'subverts', 'submits', 'summits']","['subjects', 'subject', 'budgets', 'subverts', 'submit', 'submits', 'summits']",['subjects'],"['subjects', 'subject', 'budgets', 'subverts', 'submit', 'submits', 'summits']"
haev,have,be given their first choices based on the knowledge they ***mask*** already obtained they should be able to limit their subject,HH AA EH V,"['however', 'whoever', 'sever', 'lever', 'never', 'harm', 'haver', 'hark', 'kiev', 'harp']","['hae', 'haem', 'hev', 'hav', 'have']","['harm', 'haver', 'whoever', 'kiev', 'sever', 'lever', 'harp', 'however', 'hae', 'haem', 'never', 'have', 'hav', 'hev', 'hark']","['haver', 'never', 'however', 'hark', 'harm', 'sever', 'whoever', 'kiev', 'lever', 'harp']","['have', 'hev', 'hae', 'haem', 'hav']","['haver', 'have', 'never', 'however', 'hev', 'hae', 'haem', 'hav', 'hark', 'harm', 'sever', 'whoever', 'kiev', 'lever', 'harp']"
suggerating,suggesting,try to get just a little attention for their product ***mask*** an impossible result seems like a marketing tool if the,S AH JH ER EY T IH NG,"['sedating', 'saturating', 'suggesting', 'separating', 'generating', 'subverting']",['suggesting'],"['subverting', 'separating', 'suggesting', 'generating', 'sedating', 'saturating']","['suggesting', 'generating', 'subverting', 'sedating', 'saturating', 'separating']",['suggesting'],"['suggesting', 'generating', 'subverting', 'sedating', 'saturating', 'separating']"
interdiscipline,interdisciplinary,an engineer nowadays it is really essential to have an ***mask*** knowledge as a researcher the classical thought of having one,IH N T ER D IH S AH P L AH N,[],['interdiscipline'],['interdiscipline'],[],['interdiscipline'],['interdiscipline']
specialzised,specialised,the classical thought of having one product in only a ***mask*** subject region is not up to date as a researcher,S P EH SH AH L Z AY Z D,"['specialized', 'specializes', 'specialize']",['specialised'],"['specializes', 'specialize', 'specialized', 'specialised']","['specialize', 'specialized', 'specializes']",['specialised'],"['specialize', 'specialized', 'specialised', 'specializes']"
technolgy,technology,subject for example in my study electrical engineering and information ***mask*** if you have knowledge in a subject image processing you,T EH K N AA L JH IY,"['technology', 'ethnology', 'technologies', 'technically']",['technology'],"['technologies', 'technology', 'technically', 'ethnology']","['technology', 'technologies', 'technically', 'ethnology']",['technology'],"['technology', 'technologies', 'technically', 'ethnology']"
paralle,parallel,the other subject computer vision since the two subject share ***mask*** and almost same information that means by a broad knowledge,P ER AE L,"['parole', 'corral', 'chorale', 'morale', 'pill', 'bal', 'cal', 'pile', 'pyle', 'pale', 'pail']","['parallel', 'parable']","['pyle', 'morale', 'parole', 'pale', 'pill', 'pile', 'parallel', 'parable', 'pail', 'corral', 'cal', 'chorale', 'bal']","['corral', 'pyle', 'pale', 'pail', 'cal', 'bal', 'parole', 'morale', 'pile', 'chorale', 'pill']","['parallel', 'parable']","['parallel', 'corral', 'parable', 'pyle', 'pale', 'pail', 'cal', 'bal', 'parole', 'morale', 'pile', 'chorale', 'pill']"
competete,complete,a broad knowledge is very crucial nowadays in order to ***mask*** with others researchers and mostly to interact with them easier,K AA M P AH T IY T,"['competent', 'composite']","['complete', 'competent', 'competes', 'competence', 'competed', 'compete']","['complete', 'composite', 'competent', 'competes', 'competence', 'competed', 'compete']","['competent', 'composite']","['compete', 'complete', 'competence', 'competent', 'competed', 'competes']","['compete', 'complete', 'competence', 'competent', 'competed', 'competes', 'composite']"
millionair,millionaire,next candidate on the show who wants to be a ***mask*** but if he does not know the supporting ideas and,M IH L Y AH N EH R,"['millionaire', 'billionaire', 'millions', 'millionth', 'millionaires', 'billionaires', 'million']",['millionaire'],"['millionaire', 'millions', 'billionaires', 'billionaire', 'millionaires', 'million', 'millionth']","['millionaire', 'millionaires', 'billionaires', 'billionaire', 'million', 'millionth', 'millions']",['millionaire'],"['millionaire', 'millionaires', 'billionaires', 'billionaire', 'million', 'millionth', 'millions']"
linkings,linking,this is a lot easier if you can see the ***mask*** between all the the subjects this implimise that you hava,L IH NG K IH NG Z,"['rankings', 'linking', 'lincolns', 'linkages', 'listings', 'lynchings', 'linkage', 'longings', 'winking', 'livings']","['sinkings', 'linings', 'linking']","['linkage', 'lincolns', 'listings', 'linings', 'linkages', 'sinkings', 'longings', 'linking', 'winking', 'lynchings', 'rankings', 'livings']","['linkage', 'linkages', 'linking', 'livings', 'rankings', 'longings', 'lincolns', 'winking', 'listings', 'lynchings']","['linking', 'linings', 'sinkings']","['linkage', 'linkages', 'linking', 'livings', 'rankings', 'linings', 'longings', 'lincolns', 'winking', 'listings', 'lynchings', 'sinkings']"
